BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.165,00:00:03.127,2.165,3.127,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:05.532,00:00:11.546,5.532,11.546,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:00:15.154,00:00:16.357,15.154,16.357,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:17.559,00:00:18.762,17.559,18.762,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:18.762,00:00:21.408,18.762,21.408,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:24.535,00:00:25.738,24.535,25.738,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:26.941,00:00:27.903,26.941,27.903,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:27.903,00:00:34.398,27.903,34.398,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
00:00:37.525,00:00:38.727,37.525,38.727,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:39.930,00:00:41.133,39.930,41.133,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:41.133,00:00:44.982,41.133,44.982,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
