BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.924,00:00:03.127,1.924,3.127,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:05.532,00:00:10.103,5.532,10.103,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:19.484,00:00:20.687,19.484,20.687,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:21.889,00:00:23.092,21.889,23.092,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:23.092,00:00:27.903,23.092,27.903,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
00:00:30.789,00:00:31.992,30.789,31.992,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:32.954,00:00:34.157,32.954,34.157,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:34.157,00:00:37.525,34.157,37.525,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','TWO'
00:00:44.741,00:00:45.944,44.741,45.944,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:46.906,00:00:48.109,46.906,48.109,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:48.109,00:00:52.198,48.109,52.198,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
