BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.165,00:00:03.367,2.165,3.367,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:05.532,00:00:15.876,5.532,15.876,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
00:01:03.744,00:01:04.706,63.744,64.706,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:01:05.909,00:01:07.112,65.909,67.112,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:01:07.112,00:01:15.771,67.112,75.771,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
