BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:05.292,00:00:06.494,5.292,6.494,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:08.659,00:00:09.862,8.659,9.862,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:09.862,00:00:20.446,9.862,20.446,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:33.917,00:00:35.119,33.917,35.119,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:37.284,00:00:38.487,37.284,38.487,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:38.487,00:00:45.463,38.487,45.463,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','TWO'
