BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:03.127,00:00:04.089,3.127,4.089,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:05.292,00:00:06.494,5.292,6.494,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:06.494,00:00:10.584,6.494,10.584,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:17.319,00:00:18.522,17.319,18.522,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:19.724,00:00:20.927,19.724,20.927,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:20.927,00:00:31.030,20.927,31.030,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','TWO'
00:00:39.209,00:00:40.411,39.209,40.411,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:41.373,00:00:42.576,41.373,42.576,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:42.576,00:00:50.755,42.576,50.755,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:00:56.287,00:00:57.490,56.287,57.490,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:58.452,00:00:59.655,58.452,59.655,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:59.655,00:01:05.669,59.655,65.669,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
