BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:12.508,00:00:13.470,12.508,13.470,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:14.673,00:00:15.876,14.673,15.876,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:15.876,00:00:29.346,15.876,29.346,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:01:20.101,00:01:21.304,80.101,81.304,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:01:22.266,00:01:23.709,82.266,83.709,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:01:23.709,00:01:33.812,83.709,93.812,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
