BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:06.494,00:00:07.457,6.494,7.457,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:08.659,00:00:09.862,8.659,9.862,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:09.862,00:00:17.319,9.862,17.319,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:22.611,00:00:23.814,22.611,23.814,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:24.776,00:00:25.979,24.776,25.979,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:25.979,00:00:34.398,25.979,34.398,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','TWO'
00:00:38.968,00:00:40.171,38.968,40.171,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:41.373,00:00:42.576,41.373,42.576,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:42.576,00:00:47.387,42.576,47.387,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:50.755,00:00:51.957,50.755,51.957,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:52.920,00:00:54.122,52.920,54.122,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:54.122,00:00:57.249,54.122,57.249,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
