BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.646,00:00:03.848,2.646,3.848,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:05.051,00:00:06.254,5.051,6.254,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:06.254,00:00:14.673,6.254,14.673,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
00:00:20.687,00:00:21.889,20.687,21.889,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:22.851,00:00:24.295,22.851,24.295,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:24.295,00:00:39.690,24.295,39.690,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
00:00:42.336,00:00:43.538,42.336,43.538,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:44.741,00:00:45.944,44.741,45.944,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:45.944,00:00:50.274,45.944,50.274,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:52.679,00:00:53.882,52.679,53.882,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:55.085,00:00:56.287,55.085,56.287,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:56.287,00:01:01.820,56.287,61.820,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
