BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:11.786,00:00:12.749,11.786,12.749,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:13.951,00:00:15.395,13.951,15.395,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:15.395,00:00:20.687,15.395,20.687,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
00:00:25.257,00:00:26.460,25.257,26.460,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:27.662,00:00:28.865,27.662,28.865,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:28.865,00:00:34.398,28.865,34.398,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:37.765,00:00:38.968,37.765,38.968,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:40.171,00:00:41.373,40.171,41.373,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:41.373,00:00:51.236,41.373,51.236,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
