BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.683,00:00:02.886,1.683,2.886,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:04.329,00:00:05.292,4.329,5.292,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:05.292,00:00:11.786,5.292,11.786,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:14.192,00:00:15.395,14.192,15.395,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:16.597,00:00:17.800,16.597,17.800,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:18.041,00:00:22.851,18.041,22.851,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:28.865,00:00:30.068,28.865,30.068,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:31.271,00:00:32.473,31.271,32.473,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:32.473,00:00:38.968,32.473,38.968,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:41.614,00:00:42.817,41.614,42.817,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:44.260,00:00:45.463,44.260,45.463,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:45.463,00:00:53.160,45.463,53.160,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','ONE'
