BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:09.140,00:00:10.103,9.140,10.103,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:11.305,00:00:12.508,11.305,12.508,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:12.508,00:00:17.078,12.508,17.078,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
00:00:42.817,00:00:43.779,42.817,43.779,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:44.982,00:00:46.184,44.982,46.184,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:46.184,00:01:10.720,46.184,70.720,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:01:27.799,00:01:29.001,87.799,89.001,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:01:29.964,00:01:31.166,89.964,91.166,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:01:31.166,00:01:40.067,91.166,100.067,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:01:48.005,00:01:49.207,108.005,109.207,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:01:50.410,00:01:51.613,110.410,111.613,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:01:51.613,00:01:59.310,111.613,119.310,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
