BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.646,00:00:03.848,2.646,3.848,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:05.051,00:00:06.254,5.051,6.254,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:06.254,00:00:08.900,6.254,8.900,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
00:00:22.611,00:00:23.814,22.611,23.814,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:25.016,00:00:26.219,25.016,26.219,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:26.219,00:00:28.143,26.219,28.143,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:31.752,00:00:32.954,31.752,32.954,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:34.157,00:00:35.360,34.157,35.360,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:35.360,00:00:37.044,35.360,37.044,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:40.171,00:00:41.373,40.171,41.373,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:42.576,00:00:43.779,42.576,43.779,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:43.779,00:00:44.982,43.779,44.982,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
