BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:28.865,00:00:30.068,28.865,30.068,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','F'
00:00:31.271,00:00:32.473,31.271,32.473,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','T'
00:00:32.473,00:00:38.487,32.473,38.487,2,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','TWO'
00:00:42.336,00:00:43.538,42.336,43.538,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','T'
00:00:44.741,00:00:45.944,44.741,45.944,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','F'
00:00:46.184,00:00:53.401,46.184,53.401,2,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','ONE'
00:00:57.971,00:00:59.174,57.971,59.174,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','F'
00:01:00.377,00:01:01.579,60.377,61.579,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','T'
00:01:01.579,00:01:07.352,61.579,67.352,2,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','ONE'
00:01:12.163,00:01:13.366,72.163,73.366,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','F'
00:01:14.569,00:01:15.771,74.569,75.771,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','T'
00:01:15.771,00:01:17.215,75.771,77.215,2,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','TWO'
00:01:20.101,00:01:21.545,80.101,81.545,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','T'
00:01:22.747,00:01:23.950,82.747,83.950,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','F'
00:01:23.950,00:01:28.761,83.950,88.761,2,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','ONE'
00:01:30.926,00:01:32.369,90.926,92.369,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','F'
00:01:33.331,00:01:34.775,93.331,94.775,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','T'
00:01:34.775,00:01:41.750,94.775,101.750,2,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','ONE'
00:01:45.118,00:01:46.561,105.118,106.561,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','F'
00:01:47.523,00:01:48.967,107.523,108.967,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','T'
00:01:48.967,00:01:56.664,108.967,116.664,2,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','TWO'
00:02:00.032,00:02:01.235,120.032,121.235,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','T'
00:02:02.437,00:02:03.881,122.437,123.881,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','F'
