BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.924,00:00:03.127,1.924,3.127,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:05.532,00:00:14.432,5.532,14.432,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:17.559,00:00:18.762,17.559,18.762,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:19.724,00:00:21.168,19.724,21.168,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:21.168,00:00:27.662,21.168,27.662,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
00:00:30.549,00:00:31.752,30.549,31.752,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:32.714,00:00:33.917,32.714,33.917,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:33.917,00:00:44.260,33.917,44.260,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','ONE'
00:00:47.868,00:00:49.071,47.868,49.071,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:50.033,00:00:51.476,50.033,51.476,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:51.476,00:00:58.452,51.476,58.452,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
