BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:07.216,00:00:08.419,7.216,8.419,3,'NADL/V4-D2F.ogg','NADL/V4-D2F.ogg','F'
00:00:09.862,00:00:11.305,9.862,11.305,3,'NADL/V4-D2F.ogg','NADL/V4-D2F.ogg','T'
00:00:11.305,00:00:21.408,11.305,21.408,2,'NADL/V4-D2F.ogg','NADL/V4-D2F.ogg','TWO'
00:00:24.295,00:00:25.738,24.295,25.738,3,'NADL/V4-R2F.ogg','NADL/V4-R2F.ogg','F'
00:00:26.941,00:00:28.384,26.941,28.384,3,'NADL/V4-R2F.ogg','NADL/V4-R2F.ogg','T'
00:00:28.384,00:00:40.411,28.384,40.411,2,'NADL/V4-R2F.ogg','NADL/V4-R2F.ogg','ONE'
00:00:43.538,00:00:44.741,43.538,44.741,3,'NADL/V4-I2F.ogg','NADL/V4-I2F.ogg','T'
00:00:46.184,00:00:47.387,46.184,47.387,3,'NADL/V4-I2F.ogg','NADL/V4-I2F.ogg','F'
00:00:47.387,00:00:53.160,47.387,53.160,2,'NADL/V4-I2F.ogg','NADL/V4-I2F.ogg','TWO'
00:00:56.287,00:00:57.731,56.287,57.731,3,'NADL/V4-A2F.ogg','NADL/V4-A2F.ogg','F'
00:00:58.933,00:01:00.377,58.933,60.377,3,'NADL/V4-A2F.ogg','NADL/V4-A2F.ogg','T'
00:01:00.377,00:01:06.871,60.377,66.871,2,'NADL/V4-A2F.ogg','NADL/V4-A2F.ogg','TWO'
00:01:09.758,00:01:11.201,69.758,71.201,3,'NADL/V4-M2F.ogg','NADL/V4-M2F.ogg','T'
00:01:12.404,00:01:13.847,72.404,73.847,3,'NADL/V4-M2F.ogg','NADL/V4-M2F.ogg','F'
00:01:13.847,00:01:26.596,73.847,86.596,2,'NADL/V4-M2F.ogg','NADL/V4-M2F.ogg','ONE'
00:01:28.761,00:01:29.964,88.761,89.964,3,'NADL/V4-J2F.ogg','NADL/V4-J2F.ogg','T'
