BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:03.127,00:00:04.089,3.127,4.089,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:05.292,00:00:06.494,5.292,6.494,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:06.494,00:00:19.965,6.494,19.965,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:25.257,00:00:26.460,25.257,26.460,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:27.422,00:00:28.865,27.422,28.865,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:28.865,00:00:38.968,28.865,38.968,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:43.298,00:00:44.260,43.298,44.260,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:45.463,00:00:46.665,45.463,46.665,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:46.665,00:00:56.528,46.665,56.528,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:59.655,00:01:00.858,59.655,60.858,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:01:01.820,00:01:03.263,61.820,63.263,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:01:03.263,00:01:06.150,63.263,66.150,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
