BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.683,00:00:02.646,1.683,2.646,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:03.848,00:00:05.292,3.848,5.292,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:05.292,00:00:16.116,5.292,16.116,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
00:00:20.687,00:00:21.649,20.687,21.649,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:22.851,00:00:24.054,22.851,24.054,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:24.054,00:00:31.992,24.054,31.992,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
00:00:42.095,00:00:43.057,42.095,43.057,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:44.260,00:00:45.463,44.260,45.463,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:45.463,00:00:59.895,45.463,59.895,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:01:03.023,00:01:04.225,63.023,64.225,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:01:05.428,00:01:06.631,65.428,66.631,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:01:06.631,00:01:12.644,66.631,72.644,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
