BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.924,00:00:03.127,1.924,3.127,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:05.532,00:00:09.140,5.532,9.140,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:12.267,00:00:13.470,12.267,13.470,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:14.673,00:00:15.876,14.673,15.876,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:15.876,00:00:18.522,15.876,18.522,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:22.611,00:00:23.814,22.611,23.814,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:25.016,00:00:26.219,25.016,26.219,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:26.219,00:00:32.714,26.219,32.714,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','ONE'
