BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:04.811,00:00:06.013,4.811,6.013,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:06.975,00:00:08.419,6.975,8.419,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:08.419,00:00:10.343,8.419,10.343,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:00:15.635,00:00:16.838,15.635,16.838,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:17.800,00:00:19.003,17.800,19.003,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:19.003,00:00:25.497,19.003,25.497,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
00:00:30.549,00:00:31.752,30.549,31.752,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:32.714,00:00:33.917,32.714,33.917,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
