BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:03.367,00:00:04.811,3.367,4.811,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:06.254,00:00:07.457,6.254,7.457,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:07.457,00:00:12.508,7.457,12.508,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
00:00:17.319,00:00:18.762,17.319,18.762,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:20.927,00:00:22.370,20.927,22.370,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:22.370,00:00:23.814,22.370,23.814,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:34.879,00:00:36.322,34.879,36.322,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:38.487,00:00:39.930,38.487,39.930,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:39.930,00:00:42.817,39.930,42.817,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
00:00:49.793,00:00:51.236,49.793,51.236,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:53.401,00:00:54.603,53.401,54.603,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:54.603,00:01:00.136,54.603,60.136,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','TWO'
