BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:05.532,00:00:06.735,5.532,6.735,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:07.938,00:00:09.140,7.938,9.140,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:09.140,00:00:11.546,9.140,11.546,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:16.597,00:00:17.800,16.597,17.800,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:18.762,00:00:19.965,18.762,19.965,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:19.965,00:00:23.573,19.965,23.573,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:25.497,00:00:26.700,25.497,26.700,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:27.903,00:00:29.106,27.903,29.106,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:29.106,00:00:30.789,29.106,30.789,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','TWO'
