BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:00.000,00:00:00.000,0.000,0.000,0,'ResumedAfterPause','','2019-08-29 16:40:14'
00:00:00.000,00:00:00.000,0.000,0.000,3,'NADL/V4.mp4','NADL/V4.mp4','V'
