BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:05.532,00:00:06.735,5.532,6.735,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:07.938,00:00:09.140,7.938,9.140,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:09.140,00:01:01.098,9.140,61.098,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:01:30.685,00:01:31.888,90.685,91.888,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:01:33.091,00:01:34.293,93.091,94.293,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:01:34.293,00:02:19.997,94.293,139.997,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:02:40.203,00:02:41.406,160.203,161.406,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:02:42.608,00:02:43.811,162.608,163.811,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:02:43.811,00:03:03.536,163.811,183.536,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
00:03:11.714,00:03:12.677,191.714,192.677,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:03:14.120,00:03:15.082,194.120,195.082,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:03:15.082,00:03:39.858,195.082,219.858,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','TWO'
