Participant,BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
11,00:01:14.809,00:01:16.012,74.809,76.012,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','T'
11,00:01:17.215,00:01:18.417,77.215,78.417,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','F'
11,00:01:18.417,00:01:19.620,78.417,79.620,2,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','TWO'
11,00:01:22.507,00:01:23.950,82.507,83.950,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','T'
11,00:01:25.153,00:01:26.596,85.153,86.596,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','F'
11,00:01:26.596,00:01:28.039,86.596,88.039,2,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','ONE'
11,00:01:30.685,00:01:32.129,90.685,92.129,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','F'
11,00:01:33.331,00:01:34.534,93.331,94.534,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','T'
11,00:01:34.534,00:01:35.977,94.534,95.977,2,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','ONE'
11,00:01:38.623,00:01:40.067,98.623,100.067,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','F'
11,00:01:41.269,00:01:42.713,101.269,102.713,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','T'
11,00:01:42.713,00:01:44.396,102.713,104.396,2,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','ONE'
11,00:01:47.283,00:01:48.486,107.283,108.486,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','T'
11,00:01:49.929,00:01:51.132,109.929,111.132,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','F'
11,00:01:51.132,00:01:52.575,111.132,112.575,2,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','ONE'
11,00:01:55.221,00:01:56.664,115.221,116.664,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','T'
11,00:01:57.867,00:01:59.310,117.867,119.310,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','F'
11,00:01:59.310,00:02:00.753,119.310,120.753,2,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','TWO'
11,00:02:03.399,00:02:04.843,123.399,124.843,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','F'
11,00:02:05.805,00:02:07.248,125.805,127.248,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','T'
11,00:02:07.248,00:02:08.210,127.248,128.210,2,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','TWO'
11,00:02:12.300,00:02:13.502,132.300,133.502,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','F'
11,00:02:14.946,00:02:16.389,134.946,136.389,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','T'
11,00:02:16.389,00:02:19.757,136.389,139.757,2,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','ONE'
11,00:02:21.921,00:02:23.365,141.921,143.365,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','F'
11,00:02:24.567,00:02:26.011,144.567,146.011,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','T'
11,00:02:26.011,00:02:29.619,146.011,149.619,2,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','ONE'
11,00:02:31.784,00:02:32.987,151.784,152.987,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','T'
11,00:02:34.430,00:02:35.633,154.430,155.633,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','F'
11,00:02:35.633,00:02:40.443,155.633,160.443,2,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','TWO'
12,00:00:05.532,00:00:06.975,5.532,6.975,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','F'
12,00:00:08.178,00:00:09.381,8.178,9.381,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','T'
12,00:00:09.381,00:00:50.033,9.381,50.033,2,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','TWO'
12,00:01:06.871,00:01:08.074,66.871,68.074,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','T'
12,00:01:09.277,00:01:10.720,69.277,70.720,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','F'
12,00:01:10.720,00:01:16.012,70.720,76.012,2,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','ONE'
12,00:01:18.658,00:01:20.101,78.658,80.101,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','T'
12,00:01:21.304,00:01:22.507,81.304,82.507,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','F'
12,00:01:22.507,00:01:28.280,82.507,88.280,2,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','ONE'
12,00:01:30.445,00:01:31.888,90.445,91.888,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','T'
12,00:01:33.091,00:01:34.293,93.091,94.293,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','F'
12,00:01:34.293,00:01:39.104,94.293,99.104,2,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','TWO'
12,00:01:41.269,00:01:42.713,101.269,102.713,3,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','F'
12,00:01:43.915,00:01:45.359,103.915,105.359,3,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','T'
12,00:01:45.359,00:01:50.651,105.359,110.651,2,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','ONE'
12,00:01:54.259,00:01:55.702,114.259,115.702,3,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','T'
12,00:01:56.905,00:01:58.348,116.905,118.348,3,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','F'
12,00:01:58.348,00:02:01.475,118.348,121.475,2,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','ONE'
12,00:02:04.121,00:02:05.324,124.121,125.324,3,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','T'
12,00:02:06.527,00:02:07.970,126.527,127.970,3,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','F'
12,00:02:07.970,00:02:12.540,127.970,132.540,2,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','TWO'
12,00:02:15.427,00:02:16.870,135.427,136.870,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','F'
12,00:02:17.832,00:02:19.275,137.832,139.275,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','T'
12,00:02:19.275,00:02:23.605,139.275,143.605,2,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','TWO'
12,00:02:26.011,00:02:27.213,146.011,147.213,3,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','T'
12,00:02:28.657,00:02:29.859,148.657,149.859,3,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','F'
12,00:02:29.859,00:02:35.151,149.859,155.151,2,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','ONE'
12,00:02:37.316,00:02:38.760,157.316,158.760,3,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','F'
12,00:02:39.962,00:02:41.165,159.962,161.165,3,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','T'
12,00:02:41.165,00:02:44.773,161.165,164.773,2,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','TWO'
12,00:02:46.938,00:02:48.141,166.938,168.141,3,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','T'
12,00:02:49.344,00:02:50.787,169.344,170.787,3,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','F'
12,00:02:50.787,00:02:54.395,170.787,174.395,2,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','TWO'
12,00:02:56.560,00:02:58.003,176.560,178.003,3,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','F'
12,00:02:59.206,00:03:00.649,179.206,180.649,3,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','T'
12,00:03:00.649,00:03:03.776,180.649,183.776,2,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','ONE'
12,00:03:06.422,00:03:07.625,186.422,187.625,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','T'
12,00:03:08.828,00:03:10.271,188.828,190.271,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','F'
12,00:03:10.271,00:03:13.398,190.271,193.398,2,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','TWO'
12,00:03:15.563,00:03:17.006,195.563,197.006,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','F'
12,00:03:18.209,00:03:19.412,198.209,199.412,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','T'
12,00:03:19.412,00:03:24.704,199.412,204.704,2,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','TWO'
12,00:03:26.628,00:03:28.312,206.628,208.312,3,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','F'
12,00:03:29.515,00:03:30.958,209.515,210.958,3,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','T'
12,00:03:30.958,00:03:34.085,210.958,214.085,2,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','TWO'
12,00:03:37.212,00:03:38.415,217.212,218.415,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','F'
12,00:03:39.858,00:03:41.061,219.858,221.061,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','T'
12,00:03:41.061,00:03:44.669,221.061,224.669,2,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','ONE'
12,00:03:46.834,00:03:48.277,226.834,228.277,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','T'
12,00:03:49.480,00:03:50.923,229.480,230.923,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','F'
12,00:03:50.923,00:03:54.772,230.923,234.772,2,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','ONE'
12,00:03:56.696,00:03:58.140,236.696,238.140,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','F'
12,00:03:59.342,00:04:00.545,239.342,240.545,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','T'
12,00:04:00.545,00:04:04.875,240.545,244.875,2,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','TWO'
13,00:00:06.494,00:00:07.697,6.494,7.697,3,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','F'
13,00:00:09.140,00:00:10.343,9.140,10.343,3,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','T'
13,00:00:10.343,00:00:27.422,10.343,27.422,2,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','TWO'
13,00:00:29.587,00:00:30.789,29.587,30.789,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','F'
13,00:00:31.992,00:00:33.435,31.992,33.435,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','T'
13,00:00:33.435,00:00:47.868,33.435,47.868,2,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','ONE'
13,00:00:50.033,00:00:51.236,50.033,51.236,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','T'
13,00:00:52.439,00:00:53.882,52.439,53.882,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','F'
13,00:00:53.882,00:00:57.490,53.882,57.490,2,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','ONE'
13,00:01:00.136,00:01:01.339,60.136,61.339,3,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','F'
13,00:01:02.541,00:01:03.985,62.541,63.985,3,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','T'
13,00:01:03.985,00:01:08.796,63.985,68.796,2,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','ONE'
13,00:01:10.961,00:01:12.404,70.961,72.404,3,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','F'
13,00:01:13.607,00:01:14.809,73.607,74.809,3,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','T'
13,00:01:15.050,00:01:24.191,75.050,84.191,2,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','ONE'
13,00:01:27.077,00:01:28.280,87.077,88.280,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','T'
13,00:01:29.723,00:01:30.926,89.723,90.926,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','F'
13,00:01:30.926,00:01:36.939,90.926,96.939,2,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','ONE'
13,00:01:39.345,00:01:40.788,99.345,100.788,3,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','F'
13,00:01:41.991,00:01:43.194,101.991,103.194,3,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','T'
13,00:01:43.194,00:02:00.753,103.194,120.753,2,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','ONE'
13,00:02:02.918,00:02:04.362,122.918,124.362,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','T'
13,00:02:05.564,00:02:07.008,125.564,127.008,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','F'
13,00:02:07.008,00:02:10.856,127.008,130.856,2,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','TWO'
13,00:02:13.743,00:02:14.946,133.743,134.946,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','F'
13,00:02:16.389,00:02:17.832,136.389,137.832,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','T'
13,00:02:17.832,00:02:40.925,137.832,160.925,2,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','TWO'
13,00:02:43.811,00:02:45.254,163.811,165.254,3,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','T'
13,00:02:46.457,00:02:47.900,166.457,167.900,3,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','F'
13,00:02:47.900,00:02:51.990,167.900,171.990,2,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','ONE'
13,00:02:54.395,00:02:55.598,174.395,175.598,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','F'
13,00:02:57.041,00:02:58.484,177.041,178.484,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','T'
13,00:02:58.484,00:03:07.144,178.484,187.144,2,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','ONE'
13,00:03:09.068,00:03:10.512,189.068,190.512,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','T'
13,00:03:11.714,00:03:12.917,191.714,192.917,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','F'
13,00:03:12.917,00:03:26.388,192.917,206.388,2,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','TWO'
13,00:03:28.793,00:03:30.236,208.793,210.236,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','T'
13,00:03:31.439,00:03:32.882,211.439,212.882,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','F'
13,00:03:32.882,00:03:40.099,212.882,220.099,2,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','ONE'
13,00:03:42.264,00:03:43.466,222.264,223.466,3,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','F'
13,00:03:44.910,00:03:46.112,224.910,226.112,3,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','T'
13,00:03:46.112,00:03:53.569,226.112,233.569,2,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','ONE'
13,00:03:55.975,00:03:57.177,235.975,237.177,3,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','T'
13,00:03:58.380,00:04:00.064,238.380,240.064,3,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','F'
13,00:04:00.064,00:04:10.889,240.064,250.889,2,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','ONE'
13,00:04:13.775,00:04:14.978,253.775,254.978,3,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','T'
13,00:04:16.181,00:04:17.624,256.181,257.624,3,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','F'
13,00:04:17.624,00:04:26.524,257.624,266.524,2,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','ONE'
13,00:04:28.929,00:04:30.132,268.929,270.132,3,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','T'
13,00:04:31.575,00:04:32.778,271.575,272.778,3,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','F'
13,00:04:32.778,00:04:40.957,272.778,280.957,2,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','ONE'
13,00:04:44.324,00:04:45.527,284.324,285.527,3,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','F'
13,00:04:46.730,00:04:48.173,286.730,288.173,3,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','T'
13,00:04:48.173,00:04:57.314,288.173,297.314,2,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','ONE'
14,00:00:15.635,00:00:16.838,15.635,16.838,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','T'
14,00:00:18.281,00:00:19.484,18.281,19.484,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','F'
14,00:00:19.484,00:00:25.979,19.484,25.979,2,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','ONE'
14,00:00:28.865,00:00:30.308,28.865,30.308,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','T'
14,00:00:31.511,00:00:32.714,31.511,32.714,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','F'
14,00:00:32.714,00:00:40.171,32.714,40.171,2,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','TWO'
14,00:00:42.336,00:00:43.779,42.336,43.779,3,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','T'
14,00:00:44.982,00:00:46.184,44.982,46.184,3,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','F'
14,00:00:46.184,00:00:49.552,46.184,49.552,2,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','ONE'
14,00:00:53.160,00:00:54.603,53.160,54.603,3,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','F'
14,00:00:55.806,00:00:57.249,55.806,57.249,3,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','T'
14,00:00:57.249,00:01:01.098,57.249,61.098,2,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','ONE'
14,00:01:03.985,00:01:05.187,63.985,65.187,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','T'
14,00:01:06.390,00:01:07.833,66.390,67.833,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','F'
14,00:01:07.833,00:01:18.177,67.833,78.177,2,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','TWO'
14,00:01:20.342,00:01:21.545,80.342,81.545,3,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','F'
14,00:01:22.747,00:01:24.191,82.747,84.191,3,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','T'
14,00:01:24.191,00:01:30.204,84.191,90.204,2,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','ONE'
14,00:01:32.369,00:01:33.572,92.369,93.572,3,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','F'
14,00:01:35.015,00:01:36.218,95.015,96.218,3,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','T'
14,00:01:36.218,00:01:42.713,96.218,102.713,2,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','ONE'
14,00:01:44.877,00:01:46.080,104.877,106.080,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','T'
14,00:01:47.283,00:01:48.726,107.283,108.726,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','F'
14,00:01:48.726,00:01:54.499,108.726,114.499,2,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','TWO'
14,00:01:56.664,00:01:58.107,116.664,118.107,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','T'
14,00:01:59.310,00:02:00.753,119.310,120.753,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','F'
14,00:02:00.753,00:02:09.654,120.753,129.654,2,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','TWO'
14,00:02:11.819,00:02:13.021,131.819,133.021,3,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','T'
14,00:02:14.224,00:02:15.667,134.224,135.667,3,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','F'
14,00:02:15.667,00:02:19.035,135.667,139.035,2,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','TWO'
14,00:02:21.681,00:02:23.124,141.681,143.124,3,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','T'
14,00:02:24.567,00:02:25.770,144.567,145.770,3,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','F'
14,00:02:25.770,00:02:33.468,145.770,153.468,2,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','ONE'
14,00:02:35.633,00:02:36.835,155.633,156.835,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','F'
14,00:02:38.279,00:02:39.481,158.279,159.481,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','T'
14,00:02:39.481,00:02:44.533,159.481,164.533,2,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','TWO'
14,00:02:46.698,00:02:48.141,166.698,168.141,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','F'
14,00:02:49.344,00:02:50.787,169.344,170.787,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','T'
14,00:02:50.787,00:02:53.914,170.787,173.914,2,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','ONE'
14,00:02:57.041,00:02:58.484,177.041,178.484,3,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','T'
14,00:02:59.687,00:03:01.130,179.687,181.130,3,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','F'
14,00:03:01.130,00:03:05.460,181.130,185.460,2,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','TWO'
14,00:03:07.625,00:03:09.068,187.625,189.068,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','T'
14,00:03:10.271,00:03:11.714,190.271,191.714,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','F'
14,00:03:11.714,00:03:19.171,191.714,199.171,2,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','ONE'
14,00:03:21.336,00:03:22.779,201.336,202.779,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','F'
14,00:03:23.982,00:03:25.425,203.982,205.425,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','T'
14,00:03:25.425,00:03:29.996,205.425,209.996,2,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','TWO'
14,00:03:32.401,00:03:33.845,212.401,213.845,3,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','F'
14,00:03:35.047,00:03:36.491,215.047,216.491,3,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','T'
14,00:03:36.491,00:03:41.783,216.491,221.783,2,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','TWO'
14,00:03:43.947,00:03:45.391,223.947,225.391,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','T'
14,00:03:46.834,00:03:48.037,226.834,228.037,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','F'
14,00:03:48.037,00:03:50.202,228.037,230.202,2,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','ONE'
15,00:00:03.608,00:00:05.051,3.608,5.051,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','T'
15,00:00:06.254,00:00:07.697,6.254,7.697,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','F'
15,00:00:07.697,00:00:11.305,7.697,11.305,2,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','ONE'
15,00:00:13.951,00:00:15.395,13.951,15.395,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','F'
15,00:00:16.838,00:00:18.041,16.838,18.041,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','T'
15,00:00:18.041,00:00:22.130,18.041,22.130,2,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','ONE'
15,00:00:25.497,00:00:26.941,25.497,26.941,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','F'
15,00:00:28.143,00:00:29.587,28.143,29.587,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','T'
15,00:00:29.587,00:00:33.676,29.587,33.676,2,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','TWO'
15,00:00:39.690,00:00:40.892,39.690,40.892,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','T'
15,00:00:42.095,00:00:43.538,42.095,43.538,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','F'
15,00:00:43.538,00:00:48.349,43.538,48.349,2,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','ONE'
15,00:00:51.717,00:00:53.160,51.717,53.160,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','T'
15,00:00:54.363,00:00:55.806,54.363,55.806,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','F'
15,00:00:55.806,00:00:58.452,55.806,58.452,2,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','ONE'
15,00:01:08.074,00:01:09.277,68.074,69.277,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','F'
15,00:01:10.720,00:01:12.163,70.720,72.163,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','T'
15,00:01:12.163,00:01:15.290,72.163,75.290,2,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','ONE'
15,00:01:22.266,00:01:23.469,82.266,83.469,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','T'
15,00:01:24.912,00:01:26.115,84.912,86.115,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','F'
15,00:01:26.115,00:01:29.001,86.115,89.001,2,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','ONE'
15,00:01:41.269,00:01:42.472,101.269,102.472,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','F'
15,00:01:43.915,00:01:45.359,103.915,105.359,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','T'
15,00:01:45.359,00:01:46.802,105.359,106.802,2,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','TWO'
15,00:01:51.132,00:01:52.334,111.132,112.334,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','T'
15,00:01:53.778,00:01:54.980,113.778,114.980,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','F'
15,00:01:54.980,00:01:56.905,114.980,116.905,2,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','ONE'
15,00:01:59.791,00:02:00.994,119.791,120.994,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','T'
15,00:02:02.437,00:02:03.640,122.437,123.640,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','F'
15,00:02:03.640,00:02:07.489,123.640,127.489,2,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','TWO'
