Participant,BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
1,00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','F'
1,00:00:06.735,00:00:08.178,6.735,8.178,3,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','T'
1,00:00:08.178,00:00:46.906,8.178,46.906,2,'NADL/V1-D1F.ogg','NADL/V1-D1F.ogg','ONE'
1,00:00:55.566,00:00:56.768,55.566,56.768,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','T'
1,00:00:57.731,00:00:59.174,57.731,59.174,3,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','F'
1,00:00:59.174,00:01:43.434,59.174,103.434,2,'NADL/V1-E1F.ogg','NADL/V1-E1F.ogg','ONE'
1,00:01:47.042,00:01:48.486,107.042,108.486,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','F'
1,00:01:49.448,00:01:50.891,109.448,110.891,3,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','T'
1,00:01:50.891,00:01:57.145,110.891,117.145,2,'NADL/V1-H1F.ogg','NADL/V1-H1F.ogg','ONE'
1,00:02:10.135,00:02:11.337,130.135,131.337,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','T'
1,00:02:12.300,00:02:13.743,132.300,133.743,3,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','F'
1,00:02:13.743,00:02:36.354,133.743,156.354,2,'NADL/V1-P1F.ogg','NADL/V1-P1F.ogg','TWO'
1,00:02:42.608,00:02:44.052,162.608,164.052,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','T'
1,00:02:45.014,00:02:46.457,165.014,166.457,3,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','F'
1,00:02:46.457,00:03:24.704,166.457,204.704,2,'NADL/V1-J1F.ogg','NADL/V1-J1F.ogg','TWO'
1,00:03:29.515,00:03:30.717,209.515,210.717,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','F'
1,00:03:31.920,00:03:33.363,211.920,213.363,3,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','T'
1,00:03:33.363,00:03:54.772,213.363,234.772,2,'NADL/V1-O1F.ogg','NADL/V1-O1F.ogg','ONE'
1,00:03:59.823,00:04:01.026,239.823,241.026,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','F'
1,00:04:01.988,00:04:03.432,241.988,243.432,3,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','T'
1,00:04:03.432,00:04:35.424,243.432,275.424,2,'NADL/V1-L1F.ogg','NADL/V1-L1F.ogg','ONE'
1,00:04:39.513,00:04:40.957,279.513,280.957,3,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','F'
1,00:04:42.159,00:04:43.362,282.159,283.362,3,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','T'
1,00:04:43.362,00:05:12.228,283.362,312.228,2,'NADL/V1-F1F.ogg','NADL/V1-F1F.ogg','TWO'
1,00:05:19.685,00:05:21.128,319.685,321.128,3,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','F'
1,00:05:22.090,00:05:23.533,322.090,323.533,3,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','T'
1,00:05:23.533,00:06:00.818,323.533,360.818,2,'NADL/V1-A1F.ogg','NADL/V1-A1F.ogg','ONE'
1,00:06:04.907,00:06:06.110,364.907,366.110,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','F'
1,00:06:07.313,00:06:08.756,367.313,368.756,3,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','T'
1,00:06:08.756,00:06:22.948,368.756,382.948,2,'NADL/V1-M1F.ogg','NADL/V1-M1F.ogg','TWO'
1,00:06:30.405,00:06:31.608,390.405,391.608,3,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','F'
1,00:06:32.570,00:06:34.013,392.570,394.013,3,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','T'
1,00:06:34.013,00:06:49.649,394.013,409.649,2,'NADL/V1-G1F.ogg','NADL/V1-G1F.ogg','TWO'
1,00:06:52.535,00:06:53.738,412.535,413.738,3,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','F'
1,00:06:54.941,00:06:56.384,414.941,416.384,3,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','T'
1,00:06:56.384,00:07:25.971,416.384,445.971,2,'NADL/V1-B1F.ogg','NADL/V1-B1F.ogg','ONE'
1,00:07:37.277,00:07:38.479,457.277,458.479,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','F'
1,00:07:39.682,00:07:41.125,459.682,461.125,3,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','T'
1,00:07:41.125,00:08:02.293,461.125,482.293,2,'NADL/V1-C1F.ogg','NADL/V1-C1F.ogg','TWO'
1,00:08:08.307,00:08:09.510,488.307,489.510,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','F'
1,00:08:10.712,00:08:12.156,490.712,492.156,3,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','T'
1,00:08:12.156,00:08:53.529,492.156,533.529,2,'NADL/V1-K1F.ogg','NADL/V1-K1F.ogg','ONE'
1,00:08:56.897,00:08:58.100,536.897,538.100,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','T'
1,00:08:59.303,00:09:00.746,539.303,540.746,3,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','F'
1,00:09:00.746,00:09:14.697,540.746,554.697,2,'NADL/V1-I1F.ogg','NADL/V1-I1F.ogg','TWO'
1,00:09:19.989,00:09:21.192,559.989,561.192,3,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','T'
1,00:09:22.395,00:09:23.598,562.395,563.598,3,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','F'
1,00:09:23.838,00:09:35.865,563.838,575.865,2,'NADL/V1-Q1F.ogg','NADL/V1-Q1F.ogg','ONE'
1,00:09:39.474,00:09:40.917,579.474,580.917,3,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','F'
1,00:09:41.879,00:09:43.322,581.879,583.322,3,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','T'
1,00:09:43.322,00:09:53.906,583.322,593.906,2,'NADL/V1-N1F.ogg','NADL/V1-N1F.ogg','TWO'
1,00:09:57.515,00:09:58.717,597.515,598.717,3,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','F'
1,00:09:59.920,00:10:01.363,599.920,601.363,3,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','T'
1,00:10:01.363,00:10:14.112,601.363,614.112,2,'NADL/V1-R1F.ogg','NADL/V1-R1F.ogg','TWO'
2,00:00:28.865,00:00:30.068,28.865,30.068,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','F'
2,00:00:31.271,00:00:32.473,31.271,32.473,3,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','T'
2,00:00:32.473,00:00:38.487,32.473,38.487,2,'NADL/V3-E1F.ogg','NADL/V3-E1F.ogg','TWO'
2,00:00:42.336,00:00:43.538,42.336,43.538,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','T'
2,00:00:44.741,00:00:45.944,44.741,45.944,3,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','F'
2,00:00:46.184,00:00:53.401,46.184,53.401,2,'NADL/V3-M1F.ogg','NADL/V3-M1F.ogg','ONE'
2,00:00:57.971,00:00:59.174,57.971,59.174,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','F'
2,00:01:00.377,00:01:01.579,60.377,61.579,3,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','T'
2,00:01:01.579,00:01:07.352,61.579,67.352,2,'NADL/V3-P1F.ogg','NADL/V3-P1F.ogg','ONE'
2,00:01:12.163,00:01:13.366,72.163,73.366,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','F'
2,00:01:14.569,00:01:15.771,74.569,75.771,3,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','T'
2,00:01:15.771,00:01:17.215,75.771,77.215,2,'NADL/V3-D1F.ogg','NADL/V3-D1F.ogg','TWO'
2,00:01:20.101,00:01:21.545,80.101,81.545,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','T'
2,00:01:22.747,00:01:23.950,82.747,83.950,3,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','F'
2,00:01:23.950,00:01:28.761,83.950,88.761,2,'NADL/V3-I1F.ogg','NADL/V3-I1F.ogg','ONE'
2,00:01:30.926,00:01:32.369,90.926,92.369,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','F'
2,00:01:33.331,00:01:34.775,93.331,94.775,3,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','T'
2,00:01:34.775,00:01:41.750,94.775,101.750,2,'NADL/V3-O1F.ogg','NADL/V3-O1F.ogg','ONE'
2,00:01:45.118,00:01:46.561,105.118,106.561,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','F'
2,00:01:47.523,00:01:48.967,107.523,108.967,3,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','T'
2,00:01:48.967,00:01:56.664,108.967,116.664,2,'NADL/V3-R1F.ogg','NADL/V3-R1F.ogg','TWO'
2,00:02:00.032,00:02:01.235,120.032,121.235,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','T'
2,00:02:02.437,00:02:03.881,122.437,123.881,3,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','F'
2,00:02:03.881,00:02:08.451,123.881,128.451,2,'NADL/V3-B1F.ogg','NADL/V3-B1F.ogg','ONE'
2,00:02:11.337,00:02:12.540,131.337,132.540,3,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','T'
2,00:02:13.743,00:02:15.186,133.743,135.186,3,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','F'
2,00:02:15.186,00:02:20.478,135.186,140.478,2,'NADL/V3-K1F.ogg','NADL/V3-K1F.ogg','ONE'
2,00:02:23.605,00:02:25.049,143.605,145.049,3,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','F'
2,00:02:26.011,00:02:27.454,146.011,147.454,3,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','T'
2,00:02:27.454,00:02:30.581,147.454,150.581,2,'NADL/V3-F1F.ogg','NADL/V3-F1F.ogg','TWO'
2,00:02:33.708,00:02:34.911,153.708,154.911,3,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','T'
2,00:02:36.114,00:02:37.316,156.114,157.316,3,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','F'
2,00:02:37.316,00:02:39.481,157.316,159.481,2,'NADL/V3-N1F.ogg','NADL/V3-N1F.ogg','ONE'
2,00:02:42.608,00:02:43.811,162.608,163.811,3,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','F'
2,00:02:45.014,00:02:46.457,165.014,166.457,3,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','T'
2,00:02:46.457,00:02:48.622,166.457,168.622,2,'NADL/V3-J1F.ogg','NADL/V3-J1F.ogg','ONE'
2,00:02:52.230,00:02:53.673,172.230,173.673,3,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','T'
2,00:02:54.636,00:02:56.079,174.636,176.079,3,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','F'
2,00:02:56.079,00:02:59.206,176.079,179.206,2,'NADL/V3-L1F.ogg','NADL/V3-L1F.ogg','ONE'
2,00:03:02.093,00:03:03.295,182.093,183.295,3,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','T'
2,00:03:04.498,00:03:05.701,184.498,185.701,3,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','F'
2,00:03:05.701,00:03:07.625,185.701,187.625,2,'NADL/V3-H1F.ogg','NADL/V3-H1F.ogg','TWO'
2,00:03:10.271,00:03:11.714,190.271,191.714,3,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','T'
2,00:03:12.677,00:03:14.120,192.677,194.120,3,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','F'
2,00:03:14.120,00:03:17.728,194.120,197.728,2,'NADL/V3-Q1F.ogg','NADL/V3-Q1F.ogg','TWO'
2,00:03:19.893,00:03:21.336,199.893,201.336,3,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','T'
2,00:03:22.298,00:03:23.742,202.298,203.742,3,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','F'
2,00:03:23.742,00:03:26.628,203.742,206.628,2,'NADL/V3-A1F.ogg','NADL/V3-A1F.ogg','ONE'
2,00:03:30.477,00:03:31.680,210.477,211.680,3,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','T'
2,00:03:32.882,00:03:34.326,212.882,214.326,3,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','F'
2,00:03:34.326,00:03:36.250,214.326,216.250,2,'NADL/V3-G1F.ogg','NADL/V3-G1F.ogg','ONE'
2,00:03:39.137,00:03:40.580,219.137,220.580,3,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','T'
2,00:03:41.783,00:03:43.226,221.783,223.226,3,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','F'
2,00:03:43.226,00:03:45.391,223.226,225.391,2,'NADL/V3-C1F.ogg','NADL/V3-C1F.ogg','TWO'
3,00:00:02.165,00:00:03.367,2.165,3.367,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','F'
3,00:00:04.570,00:00:05.773,4.570,5.773,3,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','T'
3,00:00:05.773,00:00:14.913,5.773,14.913,2,'NADL/V4-D1F.ogg','NADL/V4-D1F.ogg','ONE'
3,00:00:17.319,00:00:18.762,17.319,18.762,3,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','T'
3,00:00:19.724,00:00:21.168,19.724,21.168,3,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','F'
3,00:00:21.168,00:00:32.233,21.168,32.233,2,'NADL/V4-E1F.ogg','NADL/V4-E1F.ogg','ONE'
3,00:00:36.563,00:00:37.765,36.563,37.765,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','T'
3,00:00:38.968,00:00:40.171,38.968,40.171,3,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','F'
3,00:00:40.171,00:00:53.641,40.171,53.641,2,'NADL/V4-I1F.ogg','NADL/V4-I1F.ogg','ONE'
3,00:00:56.047,00:00:57.249,56.047,57.249,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','F'
3,00:00:58.452,00:00:59.895,58.452,59.895,3,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','T'
3,00:00:59.895,00:01:07.112,59.895,67.112,2,'NADL/V4-C1F.ogg','NADL/V4-C1F.ogg','TWO'
3,00:01:10.239,00:01:11.442,70.239,71.442,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','F'
3,00:01:12.644,00:01:13.847,72.644,73.847,3,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','T'
3,00:01:13.847,00:01:17.936,73.847,77.936,2,'NADL/V4-L1F.ogg','NADL/V4-L1F.ogg','ONE'
3,00:01:21.304,00:01:22.507,81.304,82.507,3,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','T'
3,00:01:23.709,00:01:24.912,83.709,84.912,3,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','F'
3,00:01:25.153,00:01:30.445,85.153,90.445,2,'NADL/V4-Q1F.ogg','NADL/V4-Q1F.ogg','ONE'
3,00:01:33.331,00:01:34.775,93.331,94.775,3,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','F'
3,00:01:35.737,00:01:37.180,95.737,97.180,3,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','T'
3,00:01:37.180,00:01:41.269,97.180,101.269,2,'NADL/V4-N1F.ogg','NADL/V4-N1F.ogg','TWO'
3,00:01:47.764,00:01:48.967,107.764,108.967,3,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','T'
3,00:01:49.929,00:01:51.372,109.929,111.372,3,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','F'
3,00:01:51.372,00:01:59.070,111.372,119.070,2,'NADL/V4-B1F.ogg','NADL/V4-B1F.ogg','ONE'
3,00:02:02.437,00:02:03.640,122.437,123.640,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','T'
3,00:02:04.602,00:02:06.045,124.602,126.045,3,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','F'
3,00:02:06.045,00:02:12.781,126.045,132.781,2,'NADL/V4-K1F.ogg','NADL/V4-K1F.ogg','ONE'
3,00:02:15.908,00:02:17.111,135.908,137.111,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','F'
3,00:02:18.313,00:02:19.757,138.313,139.757,3,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','T'
3,00:02:19.757,00:02:25.530,139.757,145.530,2,'NADL/V4-O1F.ogg','NADL/V4-O1F.ogg','ONE'
3,00:02:27.695,00:02:28.897,147.695,148.897,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','F'
3,00:02:30.100,00:02:31.543,150.100,151.543,3,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','T'
3,00:02:31.543,00:02:43.330,151.543,163.330,2,'NADL/V4-H1F.ogg','NADL/V4-H1F.ogg','ONE'
3,00:02:45.976,00:02:47.179,165.976,167.179,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','F'
3,00:02:48.381,00:02:49.825,168.381,169.825,3,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','T'
3,00:02:49.825,00:02:59.206,169.825,179.206,2,'NADL/V4-J1F.ogg','NADL/V4-J1F.ogg','ONE'
3,00:03:01.371,00:03:02.574,181.371,182.574,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','T'
3,00:03:03.776,00:03:04.979,183.776,184.979,3,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','F'
3,00:03:04.979,00:03:14.841,184.979,194.841,2,'NADL/V4-F1F.ogg','NADL/V4-F1F.ogg','TWO'
3,00:03:19.171,00:03:20.374,199.171,200.374,3,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','T'
3,00:03:21.336,00:03:22.779,201.336,202.779,3,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','F'
3,00:03:22.779,00:03:26.388,202.779,206.388,2,'NADL/V4-P1F.ogg','NADL/V4-P1F.ogg','ONE'
3,00:03:29.515,00:03:30.958,209.515,210.958,3,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','F'
3,00:03:32.161,00:03:33.363,212.161,213.363,3,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','T'
3,00:03:33.363,00:03:35.769,213.363,215.769,2,'NADL/V4-G1F.ogg','NADL/V4-G1F.ogg','ONE'
3,00:03:38.655,00:03:40.099,218.655,220.099,3,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','T'
3,00:03:41.061,00:03:42.504,221.061,222.504,3,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','F'
3,00:03:42.504,00:03:44.669,222.504,224.669,2,'NADL/V4-A1F.ogg','NADL/V4-A1F.ogg','ONE'
3,00:03:48.518,00:03:49.721,228.518,229.721,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','T'
3,00:03:50.923,00:03:52.367,230.923,232.367,3,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','F'
3,00:03:52.367,00:03:58.140,232.367,238.140,2,'NADL/V4-M1F.ogg','NADL/V4-M1F.ogg','ONE'
3,00:04:00.305,00:04:01.507,240.305,241.507,3,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','F'
3,00:04:02.710,00:04:04.153,242.710,244.153,3,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','T'
3,00:04:04.153,00:04:09.686,244.153,249.686,2,'NADL/V4-R1F.ogg','NADL/V4-R1F.ogg','ONE'
4,00:00:29.587,00:00:30.789,29.587,30.789,3,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','T'
4,00:00:31.992,00:00:33.195,31.992,33.195,3,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','F'
4,00:00:33.435,00:00:38.246,33.435,38.246,2,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','ONE'
4,00:00:40.411,00:00:41.614,40.411,41.614,3,'NADL/V2-N1F.ogg','NADL/V2-N1F.ogg','F'
4,00:00:42.576,00:00:44.019,42.576,44.019,3,'NADL/V2-N1F.ogg','NADL/V2-N1F.ogg','T'
4,00:00:44.019,00:00:57.971,44.019,57.971,2,'NADL/V2-N1F.ogg','NADL/V2-N1F.ogg','TWO'
4,00:00:59.895,00:01:01.339,59.895,61.339,3,'NADL/V2-E1F.ogg','NADL/V2-E1F.ogg','T'
4,00:01:02.301,00:01:03.744,62.301,63.744,3,'NADL/V2-E1F.ogg','NADL/V2-E1F.ogg','F'
4,00:01:03.744,00:01:09.758,63.744,69.758,2,'NADL/V2-E1F.ogg','NADL/V2-E1F.ogg','TWO'
4,00:01:13.847,00:01:15.050,73.847,75.050,3,'NADL/V2-H1F.ogg','NADL/V2-H1F.ogg','F'
4,00:01:16.253,00:01:17.455,76.253,77.455,3,'NADL/V2-H1F.ogg','NADL/V2-H1F.ogg','T'
4,00:01:17.455,00:01:25.634,77.455,85.634,2,'NADL/V2-H1F.ogg','NADL/V2-H1F.ogg','ONE'
4,00:01:27.799,00:01:29.001,87.799,89.001,3,'NADL/V2-J1F.ogg','NADL/V2-J1F.ogg','F'
4,00:01:29.964,00:01:31.407,89.964,91.407,3,'NADL/V2-J1F.ogg','NADL/V2-J1F.ogg','T'
4,00:01:31.407,00:01:41.269,91.407,101.269,2,'NADL/V2-J1F.ogg','NADL/V2-J1F.ogg','TWO'
4,00:01:44.156,00:01:45.359,104.156,105.359,3,'NADL/V2-G1F.ogg','NADL/V2-G1F.ogg','T'
4,00:01:46.561,00:01:47.764,106.561,107.764,3,'NADL/V2-G1F.ogg','NADL/V2-G1F.ogg','F'
4,00:01:47.764,00:01:58.348,107.764,118.348,2,'NADL/V2-G1F.ogg','NADL/V2-G1F.ogg','ONE'
4,00:02:04.362,00:02:05.805,124.362,125.805,3,'NADL/V2-L1F.ogg','NADL/V2-L1F.ogg','T'
4,00:02:06.767,00:02:08.210,126.767,128.210,3,'NADL/V2-L1F.ogg','NADL/V2-L1F.ogg','F'
4,00:02:08.210,00:02:17.592,128.210,137.592,2,'NADL/V2-L1F.ogg','NADL/V2-L1F.ogg','ONE'
4,00:02:22.162,00:02:23.365,142.162,143.365,3,'NADL/V2-A1F.ogg','NADL/V2-A1F.ogg','T'
4,00:02:24.567,00:02:26.011,144.567,146.011,3,'NADL/V2-A1F.ogg','NADL/V2-A1F.ogg','F'
4,00:02:26.011,00:02:41.165,146.011,161.165,2,'NADL/V2-A1F.ogg','NADL/V2-A1F.ogg','TWO'
4,00:02:43.330,00:02:44.533,163.330,164.533,3,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','T'
4,00:02:45.495,00:02:46.938,165.495,166.938,3,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','F'
4,00:02:46.938,00:03:03.536,166.938,183.536,2,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','ONE'
4,00:03:05.701,00:03:06.903,185.701,186.903,3,'NADL/V2-C1F.ogg','NADL/V2-C1F.ogg','F'
4,00:03:08.106,00:03:09.309,188.106,189.309,3,'NADL/V2-C1F.ogg','NADL/V2-C1F.ogg','T'
4,00:03:09.309,00:03:14.601,189.309,194.601,2,'NADL/V2-C1F.ogg','NADL/V2-C1F.ogg','TWO'
4,00:03:16.766,00:03:17.969,196.766,197.969,3,'NADL/V2-F1F.ogg','NADL/V2-F1F.ogg','T'
4,00:03:19.171,00:03:20.374,199.171,200.374,3,'NADL/V2-F1F.ogg','NADL/V2-F1F.ogg','F'
4,00:03:20.374,00:03:23.742,200.374,203.742,2,'NADL/V2-F1F.ogg','NADL/V2-F1F.ogg','ONE'
4,00:03:26.869,00:03:28.312,206.869,208.312,3,'NADL/V2-O1F.ogg','NADL/V2-O1F.ogg','F'
4,00:03:29.274,00:03:30.717,209.274,210.717,3,'NADL/V2-O1F.ogg','NADL/V2-O1F.ogg','T'
4,00:03:30.717,00:03:33.363,210.717,213.363,2,'NADL/V2-O1F.ogg','NADL/V2-O1F.ogg','ONE'
4,00:03:36.731,00:03:38.174,216.731,218.174,3,'NADL/V2-K1F.ogg','NADL/V2-K1F.ogg','F'
4,00:03:39.137,00:03:40.580,219.137,220.580,3,'NADL/V2-K1F.ogg','NADL/V2-K1F.ogg','T'
4,00:03:40.580,00:03:48.037,220.580,228.037,2,'NADL/V2-K1F.ogg','NADL/V2-K1F.ogg','ONE'
4,00:03:50.923,00:03:52.126,230.923,232.126,3,'NADL/V2-B1F.ogg','NADL/V2-B1F.ogg','T'
4,00:03:53.329,00:03:54.531,233.329,234.531,3,'NADL/V2-B1F.ogg','NADL/V2-B1F.ogg','F'
4,00:03:54.531,00:04:03.191,234.531,243.191,2,'NADL/V2-B1F.ogg','NADL/V2-B1F.ogg','TWO'
4,00:04:05.356,00:04:06.559,245.356,246.559,3,'NADL/V2-M1F.ogg','NADL/V2-M1F.ogg','T'
4,00:04:07.761,00:04:08.964,247.761,248.964,3,'NADL/V2-M1F.ogg','NADL/V2-M1F.ogg','F'
4,00:04:08.964,00:04:26.524,248.964,266.524,2,'NADL/V2-M1F.ogg','NADL/V2-M1F.ogg','TWO'
4,00:04:28.689,00:04:30.132,268.689,270.132,3,'NADL/V2-R1F.ogg','NADL/V2-R1F.ogg','T'
4,00:04:31.094,00:04:32.538,271.094,272.538,3,'NADL/V2-R1F.ogg','NADL/V2-R1F.ogg','F'
4,00:04:32.538,00:04:38.311,272.538,278.311,2,'NADL/V2-R1F.ogg','NADL/V2-R1F.ogg','ONE'
4,00:04:40.235,00:04:41.438,280.235,281.438,3,'NADL/V2-P1F.ogg','NADL/V2-P1F.ogg','F'
4,00:04:42.641,00:04:44.084,282.641,284.084,3,'NADL/V2-P1F.ogg','NADL/V2-P1F.ogg','T'
4,00:04:44.084,00:04:50.338,284.084,290.338,2,'NADL/V2-P1F.ogg','NADL/V2-P1F.ogg','ONE'
4,00:04:55.149,00:04:56.592,295.149,296.592,3,'NADL/V2-Q1F.ogg','NADL/V2-Q1F.ogg','T'
4,00:04:57.554,00:04:58.998,297.554,298.998,3,'NADL/V2-Q1F.ogg','NADL/V2-Q1F.ogg','F'
4,00:04:58.998,00:05:06.695,298.998,306.695,2,'NADL/V2-Q1F.ogg','NADL/V2-Q1F.ogg','ONE'
5,00:00:02.646,00:00:04.089,2.646,4.089,3,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','T'
5,00:00:05.051,00:00:06.494,5.051,6.494,3,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','F'
5,00:00:06.494,00:00:19.003,6.494,19.003,2,'NADL/V2-D1F.ogg','NADL/V2-D1F.ogg','TWO'
5,00:00:27.662,00:00:28.865,27.662,28.865,3,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','T'
5,00:00:29.827,00:00:31.271,29.827,31.271,3,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','F'
5,00:00:31.271,00:00:36.081,31.271,36.081,2,'NADL/V2-I1F.ogg','NADL/V2-I1F.ogg','TWO'
