BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.165,00:00:03.367,2.165,3.367,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:04.570,00:00:05.773,4.570,5.773,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:05.773,00:00:14.432,5.773,14.432,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
00:00:18.281,00:00:19.484,18.281,19.484,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:20.446,00:00:21.649,20.446,21.649,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:21.649,00:00:29.106,21.649,29.106,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:31.030,00:00:32.233,31.030,32.233,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:33.435,00:00:34.638,33.435,34.638,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:34.638,00:00:42.095,34.638,42.095,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:44.019,00:00:45.463,44.019,45.463,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:46.665,00:00:47.868,46.665,47.868,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:47.868,00:00:53.882,47.868,53.882,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
