BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.683,00:00:02.886,1.683,2.886,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:03.848,00:00:05.292,3.848,5.292,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:05.292,00:00:10.584,5.292,10.584,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
00:00:15.154,00:00:16.357,15.154,16.357,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:17.319,00:00:18.762,17.319,18.762,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:18.762,00:00:23.573,18.762,23.573,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:31.271,00:00:32.473,31.271,32.473,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:33.435,00:00:34.879,33.435,34.879,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:34.879,00:00:38.968,34.879,38.968,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:47.147,00:00:48.349,47.147,48.349,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:49.311,00:00:50.514,49.311,50.514,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:50.514,00:00:54.844,50.514,54.844,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
