experiment,version,participant,item.pair,correct.bin,pair.order,response.type,response.num,response.dur,response.start,true.dur,true.start,foil.dur,foil.start,true.type,true.structure,true.pos1,true.pos2,true.pos3,true.RFname,phase,foil.type,foil.structure,foil.pos1,foil.pos2,foil.pos3,foil.RFname,language_mother,language_father,age,sex,grade,notes,education,test.type,competitor.type
1,4,3,A,1,true-foil,true,1,2.1650000000000205,222.504,1.4439999999999884,218.655,1.4429999999999836,221.061,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,B,1,true-foil,true,1,7.697999999999993,111.372,1.203000000000003,107.764,1.4429999999999978,109.929,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,C,1,foil-true,true,2,7.216999999999992,59.895,1.443000000000005,58.452,1.2020000000000053,56.047,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,D,0,foil-true,foil,1,9.14,5.773,1.2029999999999994,4.57,1.202,2.165,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,E,1,true-foil,true,1,11.064999999999998,21.168,1.4430000000000014,17.319,1.443999999999999,19.724,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,F,0,true-foil,foil,2,9.861999999999995,184.979,1.203000000000003,181.371,1.203000000000003,183.776,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,G,0,foil-true,foil,1,2.406000000000006,213.363,1.2019999999999982,212.161,1.443000000000012,209.515,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,H,0,foil-true,foil,1,11.787000000000006,151.543,1.443000000000012,150.1,1.2019999999999982,147.695,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,I,1,true-foil,true,1,13.469999999999999,40.171,1.2019999999999982,36.563,1.2029999999999959,38.968,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,Central,YD,19,F,8,NA,secondary,SEG,part-word
1,4,3,J,0,foil-true,foil,1,9.381,169.825,1.4439999999999884,168.381,1.203000000000003,165.976,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,K,1,true-foil,true,1,6.736000000000004,126.045,1.203000000000003,122.437,1.4429999999999978,124.602,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,L,0,foil-true,foil,1,4.089000000000013,73.847,1.2029999999999887,72.644,1.2029999999999887,70.239,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,M,1,true-foil,true,1,5.772999999999996,232.367,1.203000000000003,228.518,1.4439999999999884,230.923,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,N,1,foil-true,true,2,4.088999999999999,97.18,1.443000000000012,95.737,1.4440000000000026,93.331,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,O,0,foil-true,foil,1,5.772999999999996,139.757,1.4440000000000168,138.313,1.203000000000003,135.908,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,P,1,true-foil,true,1,3.609000000000009,202.779,1.203000000000003,199.171,1.4429999999999836,201.336,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,Q,1,true-foil,true,1,5.291999999999987,85.153,1.203000000000003,81.304,1.203000000000003,83.709,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,3,R,0,foil-true,foil,1,5.5330000000000155,244.153,1.4429999999999836,242.71,1.2019999999999982,240.305,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,Central,YD,19,F,8,NA,secondary,GEN,part-word
1,4,9,A,1,foil-true,true,2,2.404999999999994,50.755,1.4440000000000026,49.311,1.4429999999999978,46.906,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,B,0,foil-true,foil,1,3.8489999999999895,165.735,1.2020000000000266,164.533,1.443000000000012,161.887,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,C,0,true-foil,foil,2,2.4059999999999775,134.705,1.4440000000000168,130.856,1.203000000000003,133.502,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,D,1,foil-true,true,2,5.052000000000007,38.727,1.2019999999999982,37.525,1.203000000000003,35.119,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,E,0,foil-true,foil,1,3.3669999999999902,235.494,1.203000000000003,234.291,1.203000000000003,231.885,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,F,0,foil-true,foil,1,2.8870000000000005,210.958,1.443000000000012,209.515,1.4439999999999884,207.109,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,G,0,true-foil,foil,2,4.088999999999999,113.056,1.203000000000003,109.207,1.4429999999999978,111.613,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,H,1,true-foil,true,1,3.847999999999999,77.215,1.4429999999999978,73.366,1.203000000000003,76.012,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,I,1,true-foil,true,1,4.090000000000003,88.039,1.2019999999999982,84.191,1.4429999999999978,86.596,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,28,F,10,NA,preparatory,SEG,part-word
1,4,9,J,1,true-foil,true,1,3.1270000000000095,201.096,1.2029999999999745,197.247,1.4440000000000168,199.652,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,K,1,true-foil,true,1,4.328999999999979,155.633,1.203000000000003,151.784,1.203000000000003,154.43,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,L,1,foil-true,true,2,5.052000000000007,63.744,1.4429999999999978,62.301,1.4439999999999955,59.895,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,M,1,true-foil,true,1,6.4950000000000045,221.061,1.203000000000003,217.212,1.443000000000012,219.618,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,N,0,true-foil,foil,2,5.532999999999987,144.086,1.4429999999999836,139.997,1.443000000000012,142.643,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,O,1,foil-true,true,2,4.810000000000002,123.881,1.4440000000000026,122.437,1.2029999999999887,120.272,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,P,0,foil-true,foil,1,4.090000000000003,189.549,1.2019999999999982,188.347,1.203000000000003,185.941,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,Q,0,true-foil,foil,2,5.292000000000002,98.864,1.4429999999999978,95.015,1.203000000000003,97.661,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,9,R,1,true-foil,true,1,4.569999999999993,177.763,1.443000000000012,173.914,1.4440000000000168,176.319,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,28,F,10,NA,preparatory,GEN,part-word
1,4,12,A,1,foil-true,true,2,3.1270000000000095,210.958,1.443000000000012,209.515,1.684000000000026,206.628,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,B,0,true-foil,foil,2,3.608000000000004,170.787,1.203000000000003,166.938,1.443000000000012,169.344,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,C,1,foil-true,true,2,40.652,9.381,1.2029999999999994,8.178,1.4429999999999996,5.532,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,D,1,true-foil,true,1,5.772999999999996,82.507,1.4429999999999978,78.658,1.203000000000003,81.304,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,E,0,foil-true,foil,1,3.1270000000000095,180.649,1.443000000000012,179.206,1.4429999999999836,176.56,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,F,0,true-foil,foil,2,3.1270000000000095,190.271,1.203000000000003,186.422,1.4429999999999836,188.828,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,G,1,true-foil,true,1,3.1269999999999953,118.348,1.4429999999999978,114.259,1.4429999999999978,116.905,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,H,0,foil-true,foil,1,3.608000000000004,221.061,1.203000000000003,219.858,1.203000000000003,217.212,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,I,1,true-foil,true,1,3.8489999999999895,230.923,1.4429999999999836,226.834,1.443000000000012,229.48,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,26,M,8,NA,secondary,SEG,part-word
1,4,12,J,1,true-foil,true,1,5.292000000000002,70.72,1.203000000000003,66.871,1.4429999999999978,69.277,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,K,1,foil-true,true,2,4.329999999999984,139.275,1.443000000000012,137.832,1.443000000000012,135.427,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,L,1,foil-true,true,2,4.3300000000000125,240.545,1.2029999999999745,239.342,1.4439999999999884,236.696,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,M,1,foil-true,true,2,5.292000000000002,199.412,1.203000000000003,198.209,1.443000000000012,195.563,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,N,0,true-foil,foil,2,4.569999999999993,127.97,1.203000000000003,124.121,1.4429999999999978,126.527,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,O,0,true-foil,foil,2,4.810999999999993,94.293,1.443000000000012,90.445,1.2020000000000124,93.091,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,P,1,foil-true,true,2,3.608000000000004,161.165,1.203000000000003,159.962,1.4439999999999884,157.316,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,Q,0,foil-true,foil,1,5.292000000000002,105.359,1.4439999999999884,103.915,1.4439999999999884,101.269,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,12,R,1,true-foil,true,1,5.292000000000002,149.859,1.2019999999999982,146.011,1.2019999999999982,148.657,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,26,M,8,NA,secondary,GEN,part-word
1,4,15,A,1,foil-true,true,2,2.646000000000015,196.285,1.4439999999999884,194.841,1.4440000000000168,192.195,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,B,1,foil-true,true,2,1.9250000000000114,157.316,1.2019999999999982,156.114,1.2019999999999982,153.468,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,C,1,true-foil,true,1,4.811,43.538,1.2020000000000053,39.69,1.4429999999999978,42.095,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,D,0,foil-true,foil,1,4.088999999999999,18.041,1.2029999999999994,16.838,1.443999999999999,13.951,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,E,0,true-foil,foil,2,8.900000000000006,179.928,1.4440000000000168,175.838,1.203000000000003,178.725,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,F,0,true-foil,foil,2,3.8490000000000038,123.64,1.203000000000003,119.791,1.203000000000003,122.437,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,G,0,foil-true,foil,1,3.8479999999999848,134.465,1.4440000000000168,133.021,1.2029999999999745,130.616,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,H,1,foil-true,true,2,1.443000000000012,105.359,1.4439999999999884,103.915,1.2029999999999887,101.269,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,I,1,foil-true,true,2,4.089000000000002,29.587,1.443999999999999,28.143,1.443999999999999,25.497,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,Goodenough,YD,21,M,10,NA,preparatory,SEG,part-word
1,4,15,J,1,true-foil,true,1,3.6079999999999997,7.697,1.443,3.608,1.4430000000000005,6.254,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,K,0,foil-true,foil,1,3.1270000000000095,72.163,1.4429999999999978,70.72,1.203000000000003,68.074,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,L,1,true-foil,true,1,2.646000000000001,55.806,1.4429999999999978,51.717,1.4429999999999978,54.363,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,M,1,true-foil,true,1,1.9249999999999972,114.98,1.2019999999999982,111.132,1.2019999999999982,113.778,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,N,1,true-foil,true,1,1.6829999999999927,145.53,1.443000000000012,141.2,1.4439999999999884,144.086,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,O,1,true-foil,true,1,2.88600000000001,86.115,1.2029999999999887,82.266,1.2029999999999887,84.912,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,P,0,foil-true,foil,1,2.646000000000015,206.147,1.203000000000003,204.944,1.443000000000012,202.058,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,Q,0,foil-true,foil,1,2.646000000000015,170.065,1.4429999999999836,168.622,1.2029999999999745,165.735,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,15,R,1,true-foil,true,1,4.328999999999979,216.491,1.203000000000003,212.642,1.203000000000003,215.288,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,Goodenough,YD,21,M,10,NA,preparatory,GEN,part-word
1,4,16,A,1,true-foil,true,1,1.4439999999999884,236.215,1.4440000000000168,231.885,1.443000000000012,234.772,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,B,1,foil-true,true,2,10.823999999999998,104.637,1.4429999999999978,103.194,1.4429999999999978,100.307,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,C,1,foil-true,true,2,3.3680000000000234,202.539,1.2029999999999745,201.336,1.203000000000003,198.69,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,D,1,true-foil,true,1,3.3680000000000234,213.123,1.4429999999999836,208.793,1.203000000000003,211.92,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,E,1,true-foil,true,1,1.9250000000000114,172.23,1.4439999999999884,167.9,1.4429999999999836,170.787,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,F,0,foil-true,foil,1,5.051000000000002,122.678,1.203000000000003,121.475,1.203000000000003,118.829,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,G,0,true-foil,foil,2,5.532000000000011,244.875,1.443000000000012,240.786,1.443000000000012,243.432,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,H,0,true-foil,foil,2,6.013999999999996,67.352,1.4429999999999907,63.023,1.4429999999999978,65.909,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,I,1,true-foil,true,1,3.1280000000000143,192.195,1.4429999999999836,187.866,1.4429999999999836,190.752,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,33,M,6,NA,primary,SEG,part-word
1,4,16,J,0,foil-true,foil,1,3.8490000000000038,81.063,1.2019999999999982,79.861,1.203000000000003,76.974,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,K,0,foil-true,foil,1,1.9250000000000114,152.024,1.443000000000012,150.581,1.443000000000012,147.695,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,L,0,foil-true,foil,1,2.8859999999999957,92.61,1.4440000000000026,91.166,1.4429999999999978,88.28,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,M,0,true-foil,foil,2,26.22,6.975,1.4430000000000005,2.646,1.4429999999999996,5.532,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,N,1,true-foil,true,1,3.3669999999999902,161.406,1.203000000000003,157.316,1.4440000000000168,159.962,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,O,0,foil-true,foil,1,4.811000000000007,223.947,1.443000000000012,222.504,1.443000000000012,219.618,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,P,0,foil-true,foil,1,3.1280000000000143,181.611,1.4429999999999836,180.168,1.4429999999999836,177.282,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,Q,1,true-foil,true,1,9.140999999999991,135.186,1.4440000000000168,130.856,1.443000000000012,133.743,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
1,4,16,R,0,foil-true,foil,1,18.040000000000006,41.855,1.4439999999999955,40.411,1.203000000000003,37.765,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,33,M,6,NA,primary,GEN,part-word
2,1,25,A,1,true-foil,true,1,4.810999999999979,141.681,1.443000000000012,137.832,1.443000000000012,140.238,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,B,1,true-foil,true,1,2.6459999999999866,227.556,1.443000000000012,223.707,1.203000000000003,226.353,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,C,0,foil-true,foil,1,3.8489999999999895,176.079,1.443000000000012,174.636,1.443000000000012,172.23,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,D,0,true-foil,foil,2,2.646000000000015,166.457,1.4439999999999884,162.608,1.203000000000003,165.254,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
