experiment,version,participant,item.pair,correct.bin,pair.order,response.type,response.num,response.dur,response.start,true.dur,true.start,foil.dur,foil.start,true.type,true.structure,true.pos1,true.pos2,true.pos3,true.RFname,phase,foil.type,foil.structure,foil.pos1,foil.pos2,foil.pos3,foil.RFname,language_mother,language_father,age,sex,grade,notes,education,test.type,competitor.type
1,1,19,K,1,foil-true,true,2,5.0519999999999925,225.15,1.443000000000012,223.707,1.203000000000003,221.061,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,L,1,foil-true,true,2,5.052000000000003,19.243,1.2019999999999982,18.041,1.2020000000000017,15.395,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,M,0,foil-true,foil,1,2.8870000000000005,62.06,1.443000000000005,60.617,1.203000000000003,57.971,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,N,1,foil-true,true,2,5.050999999999995,48.109,1.4440000000000026,46.665,1.203000000000003,44.019,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,O,0,true-foil,foil,2,6.2549999999999955,72.644,1.4429999999999978,68.315,1.443000000000012,71.201,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,P,0,foil-true,foil,1,4.811000000000007,139.516,1.4429999999999836,138.073,1.443000000000012,134.946,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,Q,1,true-foil,true,1,7.216999999999999,111.853,1.203000000000003,107.523,1.6839999999999975,110.169,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,1,19,R,0,true-foil,foil,2,5.050999999999988,187.866,1.443000000000012,183.536,1.4440000000000168,186.422,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,35,M,10,NA,preparatory,GEN,part-word
1,2,4,A,0,true-foil,foil,2,15.153999999999996,146.011,1.203000000000003,142.162,1.4439999999999884,144.567,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,B,0,true-foil,foil,2,8.659999999999997,234.531,1.203000000000003,230.923,1.2019999999999982,233.329,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,C,1,foil-true,true,2,5.292000000000002,189.309,1.203000000000003,188.106,1.2019999999999982,185.701,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,D,1,true-foil,true,1,4.811,33.435,1.2020000000000017,29.587,1.2029999999999994,31.992,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,E,0,true-foil,foil,2,6.013999999999996,63.744,1.4439999999999955,59.895,1.4429999999999978,62.301,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,F,1,true-foil,true,1,3.367999999999995,200.374,1.203000000000003,196.766,1.203000000000003,199.171,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,G,1,true-foil,true,1,10.584000000000003,107.764,1.2029999999999887,104.156,1.2029999999999887,106.561,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,H,0,foil-true,foil,1,8.179000000000002,77.455,1.2019999999999982,76.253,1.203000000000003,73.847,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,I,1,true-foil,true,1,16.598000000000013,166.938,1.2029999999999745,163.33,1.4429999999999836,165.495,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,29,F,10,NA,preparatory,SEG,part-word
1,2,4,J,1,foil-true,true,2,9.862000000000009,91.407,1.4429999999999978,89.964,1.2019999999999982,87.799,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,K,0,foil-true,foil,1,7.456999999999994,220.58,1.443000000000012,219.137,1.443000000000012,216.731,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,L,1,true-foil,true,1,9.382000000000005,128.21,1.443000000000012,124.362,1.443000000000012,126.767,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,M,0,true-foil,foil,2,17.560000000000002,248.964,1.203000000000003,245.356,1.203000000000003,247.761,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,N,1,foil-true,true,2,13.951999999999998,44.019,1.4429999999999978,42.576,1.2029999999999959,40.411,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,O,0,foil-true,foil,1,2.6459999999999866,210.717,1.443000000000012,209.274,1.443000000000012,206.869,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,P,0,foil-true,foil,1,6.254000000000019,284.084,1.4429999999999836,282.641,1.2029999999999745,280.235,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,Q,1,true-foil,true,1,7.697000000000003,298.998,1.4429999999999836,295.149,1.4440000000000168,297.554,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,4,R,1,true-foil,true,1,5.772999999999968,272.538,1.4429999999999836,268.689,1.4440000000000168,271.094,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,29,F,10,NA,preparatory,GEN,part-word
1,2,5,A,0,foil-true,foil,1,4.811000000000007,77.455,1.4429999999999978,76.012,1.2019999999999982,73.607,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,B,1,true-foil,true,1,4.811000000000007,114.499,1.4429999999999978,110.651,1.4429999999999978,113.056,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,C,0,foil-true,foil,1,4.570999999999998,66.871,1.4429999999999978,65.428,1.201999999999991,63.023,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,D,0,true-foil,foil,2,12.509,6.494,1.4430000000000005,2.646,1.4429999999999996,5.051,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,E,0,true-foil,foil,2,6.494,211.68,1.203000000000003,208.071,1.203000000000003,210.477,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,F,0,foil-true,foil,1,6.975999999999999,164.292,1.203000000000003,163.089,1.203000000000003,160.684,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,G,1,true-foil,true,1,4.569999999999993,201.096,1.4429999999999836,197.247,1.203000000000003,199.893,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,H,0,foil-true,foil,1,3.608000000000004,154.189,1.4429999999999836,152.746,1.4429999999999836,150.341,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,I,0,true-foil,foil,2,4.810000000000002,31.271,1.2029999999999994,27.662,1.443999999999999,29.827,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,30,F,10,NA,preparatory,SEG,part-word
1,2,5,J,0,foil-true,foil,1,3.8489999999999895,125.805,1.203000000000003,124.602,1.4429999999999978,121.956,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,K,1,foil-true,true,2,7.696999999999996,53.401,1.4440000000000026,51.957,1.203000000000003,49.552,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,L,1,foil-true,true,2,7.216999999999999,88.039,1.2019999999999982,86.837,1.203000000000003,84.431,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,M,0,foil-true,foil,1,4.329999999999984,190.752,1.443000000000012,189.309,1.4440000000000168,186.903,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,N,1,true-foil,true,1,3.6089999999999804,144.567,1.443000000000012,140.719,1.443000000000012,143.124,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,O,1,true-foil,true,1,4.329000000000001,41.855,1.2029999999999959,38.246,1.2029999999999959,40.652,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,P,0,true-foil,foil,2,2.8870000000000005,135.667,1.443000000000012,131.819,1.443000000000012,134.224,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,Q,0,true-foil,foil,2,4.570999999999998,103.915,1.443000000000012,100.067,1.443000000000012,102.472,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,5,R,0,true-foil,foil,2,7.6980000000000075,177.041,1.4439999999999884,173.192,1.4429999999999836,175.598,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,30,F,10,NA,preparatory,GEN,part-word
1,2,7,A,0,true-foil,foil,2,12.990000000000009,199.171,1.4429999999999836,195.323,1.4429999999999836,197.728,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,B,1,true-foil,true,1,5.773000000000003,60.617,1.4440000000000026,56.768,1.4429999999999978,59.174,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,C,1,true-foil,true,1,5.531999999999982,273.019,1.4429999999999836,269.17,1.2030000000000314,271.816,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,D,1,foil-true,true,2,14.433000000000007,107.523,1.2019999999999982,106.321,1.4429999999999978,103.675,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,E,0,true-foil,foil,2,5.532999999999987,165.976,1.4439999999999884,162.127,1.203000000000003,164.773,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,F,1,foil-true,true,2,6.734999999999999,77.215,1.4440000000000026,75.771,1.203000000000003,73.366,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,G,1,true-foil,true,1,9.380999999999972,296.833,1.2019999999999982,293.225,1.2030000000000314,295.63,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,H,0,true-foil,foil,2,10.584000000000003,90.685,1.2019999999999982,86.837,1.4429999999999978,89.242,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,I,1,foil-true,true,2,12.267000000000003,23.814,1.443999999999999,22.37,1.4430000000000014,19.965,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,19,F,8,NA,secondary,SEG,part-word
1,2,7,J,0,foil-true,foil,1,13.711000000000013,146.011,1.4439999999999884,144.567,1.2019999999999982,142.403,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,K,1,true-foil,true,1,10.343000000000018,128.451,1.2019999999999982,124.843,1.2029999999999887,127.248,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,L,1,true-foil,true,1,4.329999999999984,248.002,1.203000000000003,244.394,1.203000000000003,246.799,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,M,1,foil-true,true,2,7.697999999999979,258.345,1.4430000000000405,256.902,1.4429999999999836,254.497,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,N,0,foil-true,foil,1,15.394999999999982,177.763,1.4440000000000168,176.319,1.443000000000012,173.914,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,O,0,true-foil,foil,2,3.1270000000000095,286.73,1.2030000000000314,282.881,1.4430000000000405,285.287,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,P,0,true-foil,foil,2,6.2549999999999955,313.911,1.4429999999999836,310.063,1.2019999999999982,312.709,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,Q,0,foil-true,foil,1,19.72399999999999,219.137,1.4439999999999884,217.693,1.4429999999999836,215.288,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,7,R,1,true-foil,true,1,5.773000000000003,46.906,1.2029999999999959,43.057,1.4429999999999978,45.463,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,19,F,8,NA,secondary,GEN,part-word
1,2,17,A,0,foil-true,foil,1,1.9250000000000114,96.939,1.2019999999999982,95.737,1.443000000000012,92.85,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,B,1,foil-true,true,2,30.069000000000017,273.74,1.2029999999999745,272.297,1.4429999999999836,269.411,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,C,1,true-foil,true,1,5.533000000000001,118.107,1.4429999999999978,113.778,1.4429999999999978,116.664,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,D,0,foil-true,foil,1,1.4440000000000026,88.52,1.4429999999999978,87.077,1.203000000000003,84.431,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,E,1,true-foil,true,1,7.937999999999988,216.491,1.203000000000003,212.401,1.4440000000000168,215.047,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,F,1,true-foil,true,1,2.405000000000001,78.899,1.4440000000000026,74.809,1.4440000000000026,77.455,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,G,0,foil-true,foil,1,5.772999999999996,172.952,1.443000000000012,171.509,1.443000000000012,168.863,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,H,1,true-foil,true,1,8.419000000000011,185.22,1.4440000000000168,181.13,1.4439999999999884,183.776,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,I,0,foil-true,foil,1,9.622000000000014,200.374,1.4429999999999836,198.931,1.2019999999999982,196.285,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,25,F,10,NA,preparatory,SEG,part-word
1,2,17,J,1,true-foil,true,1,14.192000000000007,230.923,1.203000000000003,226.834,1.443000000000012,229.48,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,K,1,true-foil,true,1,14.192000000000007,252.813,1.2019999999999982,248.724,1.4429999999999836,251.37,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,L,1,true-foil,true,1,3.367999999999995,68.555,1.443000000000012,64.466,1.443000000000012,67.112,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,M,0,true-foil,foil,2,43.778999999999996,9.862,1.2030000000000003,6.013,1.4429999999999996,8.419,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,N,1,true-foil,true,1,9.862000000000023,155.873,1.4439999999999884,151.543,1.4429999999999836,154.43,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,O,1,true-foil,true,1,7.696999999999974,141.681,1.4429999999999836,137.592,1.443000000000012,140.238,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,P,0,foil-true,foil,1,5.051000000000016,130.135,1.4439999999999884,128.691,1.4440000000000026,126.045,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,Q,0,foil-true,foil,1,5.292000000000002,106.321,1.4440000000000026,104.877,1.4429999999999978,101.991,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,17,R,0,foil-true,foil,1,14.913999999999987,311.265,1.4429999999999836,309.822,1.2030000000000314,307.176,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,25,F,10,NA,preparatory,GEN,part-word
1,2,20,A,0,true-foil,foil,2,9.622000000000014,156.595,1.4429999999999836,152.746,1.4439999999999884,155.151,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,B,0,true-foil,foil,2,4.810999999999979,277.589,1.2029999999999745,273.74,1.4429999999999836,276.146,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,C,0,foil-true,foil,1,9.140999999999991,236.215,1.443000000000012,234.772,1.2019999999999982,232.367,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,D,0,foil-true,foil,1,6.4950000000000045,301.884,1.4430000000000405,300.441,1.44399999999996,298.035,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,E,1,true-foil,true,1,7.217000000000013,90.204,1.203000000000003,86.596,1.2029999999999887,89.001,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,F,1,true-foil,true,1,9.14100000000002,221.301,1.2029999999999745,217.693,1.2019999999999982,220.099,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,G,0,foil-true,foil,1,8.658999999999992,262.435,1.4440000000000168,260.991,1.2029999999999745,258.586,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,H,1,foil-true,true,2,10.34299999999999,205.185,1.443000000000012,203.742,1.4429999999999836,201.336,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,I,1,true-foil,true,1,12.509000000000015,138.313,1.2029999999999745,134.705,1.2019999999999982,137.111,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,28,F,12,NA,preparatory,SEG,part-word
1,2,20,J,1,foil-true,true,2,6.254000000000005,122.437,1.2019999999999982,121.235,1.203000000000003,118.829,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,K,1,true-foil,true,1,5.533000000000001,37.284,1.4439999999999955,33.435,1.4429999999999978,35.841,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,L,1,true-foil,true,1,23.573999999999998,61.098,1.4439999999999955,57.249,1.2029999999999959,59.895,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,M,0,foil-true,foil,1,8.178999999999974,172.711,1.443000000000012,171.268,1.443000000000012,168.863,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,N,0,true-foil,foil,2,6.4950000000000045,49.071,1.2029999999999959,45.222,1.4429999999999978,47.628,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
