BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.165,00:00:03.127,2.165,3.127,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:05.532,00:00:11.786,5.532,11.786,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:25.016,00:00:26.219,25.016,26.219,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:27.422,00:00:28.625,27.422,28.625,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:28.625,00:00:29.827,28.625,29.827,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:43.057,00:00:44.260,43.057,44.260,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:45.222,00:00:46.425,45.222,46.425,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:46.425,00:00:51.236,46.425,51.236,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','ONE'
