BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:05.532,00:00:06.735,5.532,6.735,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:07.938,00:00:09.140,7.938,9.140,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:09.140,00:00:12.989,9.140,12.989,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
00:00:17.078,00:00:18.281,17.078,18.281,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:19.243,00:00:20.687,19.243,20.687,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:20.687,00:00:23.333,20.687,23.333,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:25.979,00:00:27.181,25.979,27.181,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:28.143,00:00:29.346,28.143,29.346,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:29.346,00:00:33.435,29.346,33.435,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
