BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.924,00:00:03.127,1.924,3.127,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:05.532,00:00:14.192,5.532,14.192,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','TWO'
00:00:16.838,00:00:18.041,16.838,18.041,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:19.243,00:00:20.446,19.243,20.446,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:20.446,00:00:25.738,20.446,25.738,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:28.143,00:00:29.346,28.143,29.346,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:30.549,00:00:31.752,30.549,31.752,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:31.752,00:00:34.879,31.752,34.879,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
00:00:37.284,00:00:38.246,37.284,38.246,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:39.449,00:00:40.652,39.449,40.652,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:40.652,00:00:46.665,40.652,46.665,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
