BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.165,00:00:03.367,2.165,3.367,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:04.570,00:00:05.773,4.570,5.773,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:05.773,00:00:13.230,5.773,13.230,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','TWO'
00:00:28.625,00:00:29.827,28.625,29.827,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:30.789,00:00:32.233,30.789,32.233,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:32.233,00:00:37.765,32.233,37.765,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:51.957,00:00:52.920,51.957,52.920,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:54.122,00:00:55.325,54.122,55.325,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:55.325,00:00:58.933,55.325,58.933,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
