BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.405,00:00:03.608,2.405,3.608,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:04.570,00:00:05.773,4.570,5.773,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:06.013,00:00:15.395,6.013,15.395,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:26.460,00:00:27.422,26.460,27.422,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:28.625,00:00:29.827,28.625,29.827,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:29.827,00:00:46.184,29.827,46.184,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','TWO'
00:00:55.566,00:00:56.528,55.566,56.528,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:57.731,00:00:58.933,57.731,58.933,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:58.933,00:01:14.088,58.933,74.088,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
00:01:41.510,00:01:42.713,101.510,102.713,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:01:43.915,00:01:45.118,103.915,105.118,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:01:45.118,00:02:00.753,105.118,120.753,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','TWO'
