BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:02.886,00:00:04.089,2.886,4.089,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:05.051,00:00:06.254,5.051,6.254,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:06.254,00:00:08.419,6.254,8.419,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:00:19.003,00:00:20.205,19.003,20.205,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:00:21.168,00:00:22.370,21.168,22.370,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:00:22.370,00:00:24.776,22.370,24.776,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
00:00:29.106,00:00:30.308,29.106,30.308,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','T'
00:00:31.271,00:00:32.473,31.271,32.473,3,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','F'
00:00:32.473,00:00:35.841,32.473,35.841,2,'NADL/V3_CF.ogg','NADL/V3_CF.ogg','ONE'
