BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:01.924,00:00:03.127,1.924,3.127,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','F'
00:00:04.329,00:00:05.532,4.329,5.532,3,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','T'
00:00:05.532,00:00:10.584,5.532,10.584,2,'NADL/V3_DF.ogg','NADL/V3_DF.ogg','ONE'
00:00:29.827,00:00:31.030,29.827,31.030,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','T'
00:00:31.992,00:00:33.195,31.992,33.195,3,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','F'
00:00:33.195,00:00:40.652,33.195,40.652,2,'NADL/V3_BF.ogg','NADL/V3_BF.ogg','TWO'
00:01:16.974,00:01:17.936,76.974,77.936,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','T'
00:01:19.139,00:01:20.342,79.139,80.342,3,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','F'
00:01:20.342,00:01:24.912,80.342,84.912,2,'NADL/V3_AF.ogg','NADL/V3_AF.ogg','ONE'
