BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:04.089,00:00:05.292,4.089,5.292,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:06.494,00:00:07.697,6.494,7.697,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:07.697,00:00:18.281,7.697,18.281,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','ONE'
00:00:34.398,00:00:35.600,34.398,35.600,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:36.803,00:00:38.006,36.803,38.006,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:38.006,00:00:43.298,38.006,43.298,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:50.514,00:00:51.717,50.514,51.717,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:52.679,00:00:53.882,52.679,53.882,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:53.882,00:01:04.225,53.882,64.225,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','ONE'
