BeginTime,EndTime,BeginTime2,EndTime2,Tier,StimulusID,StimulusCode,Tag
00:00:04.570,00:00:05.773,4.570,5.773,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','T'
00:00:06.975,00:00:08.178,6.975,8.178,3,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','F'
00:00:08.178,00:00:13.951,8.178,13.951,2,'NADL/V1_CF.ogg','NADL/V1_CF.ogg','ONE'
00:00:19.965,00:00:21.168,19.965,21.168,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','T'
00:00:22.370,00:00:23.573,22.370,23.573,3,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','F'
00:00:23.573,00:00:36.803,23.573,36.803,2,'NADL/V1_BF.ogg','NADL/V1_BF.ogg','ONE'
00:00:43.057,00:00:44.260,43.057,44.260,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','F'
00:00:45.463,00:00:46.665,45.463,46.665,3,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','T'
00:00:46.665,00:00:50.033,46.665,50.033,2,'NADL/V1_DF.ogg','NADL/V1_DF.ogg','TWO'
00:00:55.566,00:00:56.768,55.566,56.768,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','F'
00:00:57.971,00:00:59.174,57.971,59.174,3,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','T'
00:00:59.174,00:01:07.352,59.174,67.352,2,'NADL/V1_AF.ogg','NADL/V1_AF.ogg','TWO'
